term	valence	score	score-socal	POS
contribution	positive	0.4	2	noun
cooperation	positive	0.4	2	noun
courage	positive	0.4	2	noun
credibility	positive	0.4	2	noun
decency	positive	0.4	2	noun
dependability	positive	0.4	2	noun
dexterity	positive	0.4	2	noun
dignity	positive	0.4	2	noun
distinction	positive	0.4	2	noun
dominance	positive	0.4	2	noun
durability	positive	0.4	2	noun
earnestness	positive	0.4	2	noun
effectiveness	positive	0.4	2	noun
efficacy	positive	0.4	2	noun
elegance	positive	0.4	2	noun
empathy	positive	0.4	2	noun
encouragement	positive	0.4	2	noun
endorsement	positive	0.4	2	noun
enhancement	positive	0.4	2	noun
enrichment	positive	0.4	2	noun
entertainment	positive	0.4	2	noun
enthusiasm	positive	0.4	2	noun
equality	positive	0.4	2	noun
excitement	positive	0.4	2	noun
fairness	positive	0.4	2	noun
faith	positive	0.4	2	noun
feast	positive	0.4	2	noun
feature	positive	0.4	2	noun
fellowship	positive	0.4	2	noun
fervor	positive	0.4	2	noun
fidelity	positive	0.4	2	noun
fitness	positive	0.4	2	noun
flair	positive	0.4	2	noun
foresight	positive	0.4	2	noun
fortune	positive	0.4	2	noun
freedom	positive	0.4	2	noun
friendship	positive	0.4	2	noun
fruition	positive	0.4	2	noun
gain	positive	0.4	2	noun
gallantry	positive	0.4	2	noun
generosity	positive	0.4	2	noun
gift	positive	0.4	2	noun
goodwill	positive	0.4	2	noun
goodness	positive	0.4	2	noun
gratitude	positive	0.4	2	noun
guarantee	positive	0.4	2	noun
happiness	positive	0.4	2	noun
harmony	positive	0.4	2	noun
haven	positive	0.4	2	noun
health	positive	0.4	2	noun
hero	positive	0.4	2	noun
heroine	positive	0.4	2	noun
highlight	positive	0.4	2	noun
hit	positive	0.4	2	noun
humor	positive	0.4	2	noun
ideal	positive	0.4	2	noun
idealism	positive	0.4	2	noun
imagination	positive	0.4	2	noun
importance	positive	0.4	2	noun
improvement	positive	0.4	2	noun
innocence	positive	0.4	2	noun
innovation	positive	0.4	2	noun
intensity	positive	0.4	2	noun
intrigue	positive	0.4	2	noun
jubilee	positive	0.4	2	noun
kindness	positive	0.4	2	noun
kudos	positive	0.4	2	noun
laugh	positive	0.4	2	noun
lover	positive	0.4	2	noun
luxury	positive	0.4	2	noun
master	positive	0.4	2	noun
merriment	positive	0.4	2	noun
miracle	positive	0.4	2	noun
morality	positive	0.4	2	noun
notoriety	positive	0.4	2	noun
paradise	positive	0.4	2	noun
passion	positive	0.4	2	noun
perfectionist	positive	0.4	2	noun
perseverance	positive	0.4	2	noun
popularity	positive	0.4	2	noun
positive	positive	0.4	2	noun
praise	positive	0.4	2	noun
prestige	positive	0.4	2	noun
pride	positive	0.4	2	noun
prodigy	positive	0.4	2	noun
profit	positive	0.4	2	noun
progress	positive	0.4	2	noun
prominence	positive	0.4	2	noun
promise	positive	0.4	2	noun
prosperity	positive	0.4	2	noun
provocation	positive	0.4	2	noun
prudence	positive	0.4	2	noun
purity	positive	0.4	2	noun
rapport	positive	0.4	2	noun
recommendation	positive	0.4	2	noun
reconciliation	positive	0.4	2	noun
recreation	positive	0.4	2	noun
refinement	positive	0.4	2	noun
reliability	positive	0.4	2	noun
relief	positive	0.4	2	noun
responsibility	positive	0.4	2	noun
reunion	positive	0.4	2	noun
reverent	positive	0.4	2	noun
reward	positive	0.4	2	noun
righteousness	positive	0.4	2	noun
romance	positive	0.4	2	noun
safety	positive	0.4	2	noun
sagacity	positive	0.4	2	noun
sage	positive	0.4	2	noun
sanctuary	positive	0.4	2	noun
satisfaction	positive	0.4	2	noun
scruples	positive	0.4	2	noun
security	positive	0.4	2	noun
sensation	positive	0.4	2	noun
shrewdness	positive	0.4	2	noun
significance	positive	0.4	2	noun
simplicity	positive	0.4	2	noun
silliness	positive	0.4	2	noun
skill	positive	0.4	2	noun
softness	positive	0.4	2	noun
solution	positive	0.4	2	noun
standout	positive	0.4	2	noun
superiority	positive	0.4	2	noun
surge	positive	0.4	2	noun
sweetheart	positive	0.4	2	noun
swiftness	positive	0.4	2	noun
sympathy	positive	0.4	2	noun
tact	positive	0.4	2	noun
taste	positive	0.4	2	noun
tenacity	positive	0.4	2	noun
tenderness	positive	0.4	2	noun
tolerance	positive	0.4	2	noun
tranquility	positive	0.4	2	noun
treat	positive	0.4	2	noun
tribute	positive	0.4	2	noun
uniqueness	positive	0.4	2	noun
unity	positive	0.4	2	noun
vastness	positive	0.4	2	noun
virtue	positive	0.4	2	noun
vitality	positive	0.4	2	noun
warmth	positive	0.4	2	noun
worth	positive	0.4	2	noun
gem	positive	0.4	2	noun
depth	positive	0.4	2	noun
goddess	positive	0.4	2	noun
stature	positive	0.4	2	noun
strength	positive	0.4	2	noun
smash	positive	0.4	2	noun
pioneer	positive	0.4	2	noun
glamour	positive	0.4	2	noun
best-seller	positive	0.4	2	noun
wit	positive	0.4	2	noun
fan	positive	0.4	2	noun
reliability	positive	0.4	2	noun
(bang)_for_PSP$_buck	positive	0.4	2	noun
jewel	positive	0.4	2	noun
blessing	positive	0.4	2	noun
resurgence	positive	0.4	2	noun
(attention)_to_detail	positive	0.4	2	noun
experise	positive	0.4	2	noun
integrity	positive	0.4	2	noun
cinch	positive	0.4	2	noun
loyalty	positive	0.4	2	noun
poignancy	positive	0.4	2	noun
feat	positive	0.4	2	noun
loyalty	positive	0.4	2	noun
stand-out	positive	0.4	2	noun
lyricism	positive	0.4	2	noun
inventiveness	positive	0.4	2	noun
well-being	positive	0.4	2	noun
honesty	positive	0.4	2	noun
friendliness	positive	0.4	2	noun
graciousness	positive	0.4	2	noun
felicity	positive	0.4	2	noun
eloquence	positive	0.4	2	noun
elan	positive	0.4	2	noun
courageousness	positive	0.4	2	noun
accolade	positive	0.4	2	noun
victory	positive	0.4	2	noun
strides	positive	0.4	2	noun
breakthrough	positive	0.4	2	noun
interest	positive	0.2	1	noun
acceptance	positive	0.2	1	noun
ability	positive	0.2	1	noun
artist	positive	0.2	1	noun
aspiration	positive	0.2	1	noun
assistance	positive	0.2	1	noun
attune	positive	0.2	1	noun
augment	positive	0.2	1	noun
beacon	positive	0.2	1	noun
brotherhood	positive	0.2	1	noun
buzz	positive	0.2	1	noun
calm	positive	0.2	1	noun
captive	positive	0.2	1	noun
cheerfulness	positive	0.2	1	noun
chum	positive	0.2	1	noun
clarity	positive	0.2	1	noun
cleanliness	positive	0.2	1	noun
clearness	positive	0.2	1	noun
clout	positive	0.2	1	noun
closeness	positive	0.2	1	noun
comedy	positive	0.2	1	noun
comfort	positive	0.2	1	noun
community	positive	0.2	1	noun
companion	positive	0.2	1	noun
companionship	positive	0.2	1	noun
compensation	positive	0.2	1	noun
compromise	positive	0.2	1	noun
consent	positive	0.2	1	noun
content	positive	0.2	1	noun
conviction	positive	0.2	1	noun
correction	positive	0.2	1	noun
courtesy	positive	0.2	1	noun
credential	positive	0.2	1	noun
credit	positive	0.2	1	noun
crusade	positive	0.2	1	noun
culture	positive	0.2	1	noun
determination	positive	0.2	1	noun
diligence	positive	0.2	1	noun
discount	positive	0.2	1	noun
donation	positive	0.2	1	noun
dream	positive	0.2	1	noun
eagerness	positive	0.2	1	noun
ease	positive	0.2	1	noun
elaboration	positive	0.2	1	noun
empowerment	positive	0.2	1	noun
energy	positive	0.2	1	noun
enlightenment	positive	0.2	1	noun
ethic	positive	0.2	1	noun
etiquette	positive	0.2	1	noun
excitedness	positive	0.2	1	noun
familiarity	positive	0.2	1	noun
fantasy	positive	0.2	1	noun
favor	positive	0.2	1	noun
festivity	positive	0.2	1	noun
firmness	positive	0.2	1	noun
fondness	positive	0.2	1	noun
forceful	positive	0.2	1	noun
force	positive	0.2	1	noun
forgiveness	positive	0.2	1	noun
fortitude	positive	0.2	1	noun
gag	positive	0.2	1	noun
gladness	positive	0.2	1	noun
gleam	positive	0.2	1	noun
glitter	positive	0.2	1	noun
gratification	positive	0.2	1	noun
guardian	positive	0.2	1	noun
guarantee	positive	0.2	1	noun
heart	positive	0.2	1	noun
helper	positive	0.2	1	noun
homage	positive	0.2	1	noun
hope	positive	0.2	1	noun
impartiality	positive	0.2	1	noun
impetus	positive	0.2	1	noun
impression	positive	0.2	1	noun
independence	positive	0.2	1	noun
indispensabilty	positive	0.2	1	noun
intellect	positive	0.2	1	noun
intimacy	positive	0.2	1	noun
jest	positive	0.2	1	noun
joke	positive	0.2	1	noun
justice	positive	0.2	1	noun
laughter	positive	0.2	1	noun
legitmacy	positive	0.2	1	noun
logic	positive	0.2	1	noun
luck	positive	0.2	1	noun
luster	positive	0.2	1	noun
magic	positive	0.2	1	noun
maturity	positive	0.2	1	noun
meditation	positive	0.2	1	noun
mirth	positive	0.2	1	noun
moderation	positive	0.2	1	noun
modernity	positive	0.2	1	noun
modesty	positive	0.2	1	noun
morale	positive	0.2	1	noun
motivation	positive	0.2	1	noun
multitude	positive	0.2	1	noun
nourishment	positive	0.2	1	noun
novelty	positive	0.2	1	noun
nutrient	positive	0.2	1	noun
obedience	positive	0.2	1	noun
opportunity	positive	0.2	1	noun
optimism	positive	0.2	1	noun
partner	positive	0.2	1	noun
partnership	positive	0.2	1	noun
patience	positive	0.2	1	noun
patriot	positive	0.2	1	noun
peace	positive	0.2	1	noun
perfectionism	positive	0.2	1	noun
plausibility	positive	0.2	1	noun
positiveness	positive	0.2	1	noun
positivity	positive	0.2	1	noun
posterity	positive	0.2	1	noun
precaution	positive	0.2	1	noun
precedent	positive	0.2	1	noun
prize	positive	0.2	1	noun
pro	positive	0.2	1	noun
productivity	positive	0.2	1	noun
professional	positive	0.2	1	noun
protection	positive	0.2	1	noun
purification	positive	0.2	1	noun
reassurance	positive	0.2	1	noun
reinforcement	positive	0.2	1	noun
relevancy	positive	0.2	1	noun
remedy	positive	0.2	1	noun
renovation	positive	0.2	1	noun
repentance	positive	0.2	1	noun
respite	positive	0.2	1	noun
resurrect	positive	0.2	1	noun
revival	positive	0.2	1	noun
riches	positive	0.2	1	noun
righteous	positive	0.2	1	noun
salutation	positive	0.2	1	noun
salvation	positive	0.2	1	noun
sanctity	positive	0.2	1	noun
sanity	positive	0.2	1	noun
semblance	positive	0.2	1	noun
sensitivity	positive	0.2	1	noun
seriousness	positive	0.2	1	noun
shelter	positive	0.2	1	noun
smile	positive	0.2	1	noun
solace	positive	0.2	1	noun
spell	positive	0.2	1	noun
stability	positive	0.2	1	noun
staunchness	positive	0.2	1	noun
steadiness	positive	0.2	1	noun
steadfastness	positive	0.2	1	noun
stimulation	positive	0.2	1	noun
substance	positive	0.2	1	noun
synthesis	positive	0.2	1	noun
temperance	positive	0.2	1	noun
thrift	positive	0.2	1	noun
toleration	positive	0.2	1	noun
trophy	positive	0.2	1	noun
truth	positive	0.2	1	noun
trust	positive	0.2	1	noun
understanding	positive	0.2	1	noun
usefulness	positive	0.2	1	noun
validity	positive	0.2	1	noun
variety	positive	0.2	1	noun
viability	positive	0.2	1	noun
welfare	positive	0.2	1	noun
willingness	positive	0.2	1	noun
humility	positive	0.2	1	noun
toughness	positive	0.2	1	noun
helpfulness	positive	0.2	1	noun
buddy	positive	0.2	1	noun
zaniness	positive	0.2	1	noun
impact	positive	0.2	1	noun
missteps	positive	0.2	1	noun
spontaneity	positive	0.2	1	noun
glow	positive	0.2	1	noun
nuances	positive	0.2	1	noun
protagonist	positive	0.2	1	noun
spirituality	positive	0.2	1	noun
(change)_of_pace	positive	0.2	1	noun
fame	positive	0.2	1	noun
composure	positive	0.2	1	noun
power	positive	0.2	1	noun
convenience	positive	0.2	1	noun
perk	positive	0.2	1	noun
playfulness	positive	0.2	1	noun
(peak)_NN	positive	0.2	1	noun
plus	positive	0.2	1	noun
esteem	positive	0.2	1	noun
help	positive	0.2	1	noun
flourish	positive	0.2	1	noun
balance	positive	0.2	1	noun
polish	positive	0.2	1	noun
diversity	positive	0.2	1	noun
humour	positive	0.2	1	noun
redemption	positive	0.2	1	noun
luckiness	positive	0.2	1	noun
constancy	positive	0.2	1	noun
coherence	positive	0.2	1	noun
benevolence	positive	0.2	1	noun
amusement	positive	0.2	1	noun
amicability	positive	0.2	1	noun
amiability	positive	0.2	1	noun
soundness	positive	0.2	1	noun
adaptability	positive	0.2	1	noun
contradiction	negative	-0.2	-1	noun
irony	negative	-0.2	-1	noun
murder	negative	-0.2	-1	noun
novice	negative	-0.2	-1	noun
taboo	negative	-0.2	-1	noun
tempest	negative	-0.2	-1	noun
accommodation	negative	-0.2	-1	noun
accident	negative	-0.2	-1	noun
allegation	negative	-0.2	-1	noun
ambiguity	negative	-0.2	-1	noun
anomaly	negative	-0.2	-1	noun
anxiety	negative	-0.2	-1	noun
apprehension	negative	-0.2	-1	noun
argument	negative	-0.2	-1	noun
assassination	negative	-0.2	-1	noun
attempt	negative	-0.2	-1	noun
avoidance	negative	-0.2	-1	noun
bandit	negative	-0.2	-1	noun
barbarian	negative	-0.2	-1	noun
beast	negative	-0.2	-1	noun
blemish	negative	-0.2	-1	noun
bluff	negative	-0.2	-1	noun
blur	negative	-0.2	-1	noun
bondage	negative	-0.2	-1	noun
bout	negative	-0.2	-1	noun
bravado	negative	-0.2	-1	noun
breach	negative	-0.2	-1	noun
brood	negative	-0.2	-1	noun
bureaucracy	negative	-0.2	-1	noun
cancellation	negative	-0.2	-1	noun
catch	negative	-0.2	-1	noun
challenge	negative	-0.2	-1	noun
clog	negative	-0.2	-1	noun
collision	negative	-0.2	-1	noun
combat	negative	-0.2	-1	noun
complexity	negative	-0.2	-1	noun
concern	negative	-0.2	-1	noun
conformity	negative	-0.2	-1	noun
confrontation	negative	-0.2	-1	noun
convention	negative	-0.2	-1	noun
cost	negative	-0.2	-1	noun
cramp	negative	-0.2	-1	noun
craziness	negative	-0.2	-1	noun
credulity	negative	-0.2	-1	noun
criticism	negative	-0.2	-1	noun
darkness	negative	-0.2	-1	noun
death	negative	-0.2	-1	noun
deficit	negative	-0.2	-1	noun
delay	negative	-0.2	-1	noun
denial	negative	-0.2	-1	noun
dent	negative	-0.2	-1	noun
detachment	negative	-0.2	-1	noun
detour	negative	-0.2	-1	noun
deviation	negative	-0.2	-1	noun
devil	negative	-0.2	-1	noun
difficulty	negative	-0.2	-1	noun
din	negative	-0.2	-1	noun
dirt	negative	-0.2	-1	noun
disagreement	negative	-0.2	-1	noun
disbelief	negative	-0.2	-1	noun
discomfort	negative	-0.2	-1	noun
discontent	negative	-0.2	-1	noun
discord	negative	-0.2	-1	noun
disease	negative	-0.2	-1	noun
disobedience	negative	-0.2	-1	noun
dispute	negative	-0.2	-1	noun
dissent	negative	-0.2	-1	noun
dissolution	negative	-0.2	-1	noun
distraction	negative	-0.2	-1	noun
disturbance	negative	-0.2	-1	noun
doubt	negative	-0.2	-1	noun
duty	negative	-0.2	-1	noun
eccentricity	negative	-0.2	-1	noun
emergency	negative	-0.2	-1	noun
enemy	negative	-0.2	-1	noun
entanglement	negative	-0.2	-1	noun
evasion	negative	-0.2	-1	noun
exclusion	negative	-0.2	-1	noun
exhaustion	negative	-0.2	-1	noun
fallacy	negative	-0.2	-1	noun
fallout	negative	-0.2	-1	noun
fate	negative	-0.2	-1	noun
fatigue	negative	-0.2	-1	noun
feint	negative	-0.2	-1	noun
ferocity	negative	-0.2	-1	noun
formality	negative	-0.2	-1	noun
frenzy	negative	-0.2	-1	noun
fretful	negative	-0.2	-1	noun
frown	negative	-0.2	-1	noun
fury	negative	-0.2	-1	noun
fuss	negative	-0.2	-1	noun
generalization	negative	-0.2	-1	noun
germ	negative	-0.2	-1	noun
grief	negative	-0.2	-1	noun
gulf	negative	-0.2	-1	noun
hallucination	negative	-0.2	-1	noun
hardship	negative	-0.2	-1	noun
hassle	negative	-0.2	-1	noun
haughtiness	negative	-0.2	-1	noun
hazard	negative	-0.2	-1	noun
haze	negative	-0.2	-1	noun
hunger	negative	-0.2	-1	noun
hurtle	negative	-0.2	-1	noun
idleness	negative	-0.2	-1	noun
illegality	negative	-0.2	-1	noun
illness	negative	-0.2	-1	noun
imprecision	negative	-0.2	-1	noun
imprisonment	negative	-0.2	-1	noun
inconvenience	negative	-0.2	-1	noun
indifference	negative	-0.2	-1	noun
inequality	negative	-0.2	-1	noun
ineffectualness	negative	-0.2	-1	noun
infallibility	negative	-0.2	-1	noun
infiltration	negative	-0.2	-1	noun
infringement	negative	-0.2	-1	noun
inhibition	negative	-0.2	-1	noun
issue	negative	-0.2	-1	noun
instability	negative	-0.2	-1	noun
insufficiency	negative	-0.2	-1	noun
interference	negative	-0.2	-1	noun
interruption	negative	-0.2	-1	noun
intrusion	negative	-0.2	-1	noun
irregularity	negative	-0.2	-1	noun
irritation	negative	-0.2	-1	noun
jargon	negative	-0.2	-1	noun
jealousy	negative	-0.2	-1	noun
lament	negative	-0.2	-1	noun
lapse	negative	-0.2	-1	noun
leak	negative	-0.2	-1	noun
liquidation	negative	-0.2	-1	noun
maladjustment	negative	-0.2	-1	noun
mantra	negative	-0.2	-1	noun
misbehavior	negative	-0.2	-1	noun
mischief	negative	-0.2	-1	noun
mishap	negative	-0.2	-1	noun
noise	negative	-0.2	-1	noun
no_frills	negative	-0.2	-1	noun
nullification	negative	-0.2	-1	noun
objection	negative	-0.2	-1	noun
oddity	negative	-0.2	-1	noun
omission	negative	-0.2	-1	noun
opulence	negative	-0.2	-1	noun
outcast	negative	-0.2	-1	noun
oversight	negative	-0.2	-1	noun
oversimplification	negative	-0.2	-1	noun
paralysis	negative	-0.2	-1	noun
penalty	negative	-0.2	-1	noun
peril	negative	-0.2	-1	noun
persecution	negative	-0.2	-1	noun
pessimism	negative	-0.2	-1	noun
phobia	negative	-0.2	-1	noun
poison	negative	-0.2	-1	noun
predicament	negative	-0.2	-1	noun
predictability	negative	-0.2	-1	noun
presumption	negative	-0.2	-1	noun
pressure	negative	-0.2	-1	noun
procrastination	negative	-0.2	-1	noun
preoccupation	negative	-0.2	-1	noun
prohibition	negative	-0.2	-1	noun
puzzlement	negative	-0.2	-1	noun
quandary	negative	-0.2	-1	noun
quarrel	negative	-0.2	-1	noun
quibble	negative	-0.2	-1	noun
rascal	negative	-0.2	-1	noun
remorse	negative	-0.2	-1	noun
reservation	negative	-0.2	-1	noun
resignation	negative	-0.2	-1	noun
restlessness	negative	-0.2	-1	noun
restraint	negative	-0.2	-1	noun
risk	negative	-0.2	-1	noun
rogue	negative	-0.2	-1	noun
rouse	negative	-0.2	-1	noun
rumor	negative	-0.2	-1	noun
sadness	negative	-0.2	-1	noun
sarcasm	negative	-0.2	-1	noun
scarcity	negative	-0.2	-1	noun
scheme	negative	-0.2	-1	noun
scuffle	negative	-0.2	-1	noun
secrecy	negative	-0.2	-1	noun
shadow	negative	-0.2	-1	noun
shark	negative	-0.2	-1	noun
shenanigan	negative	-0.2	-1	noun
shrew	negative	-0.2	-1	noun
shyness	negative	-0.2	-1	noun
skirmish	negative	-0.2	-1	noun
slop	negative	-0.2	-1	noun
stalemate	negative	-0.2	-1	noun
straggler	negative	-0.2	-1	noun
strangeness	negative	-0.2	-1	noun
stress	negative	-0.2	-1	noun
suppression	negative	-0.2	-1	noun
symptom	negative	-0.2	-1	noun
temper	negative	-0.2	-1	noun
thirst	negative	-0.2	-1	noun
torrent	negative	-0.2	-1	noun
tramp	negative	-0.2	-1	noun
trick	negative	-0.2	-1	noun
turmoil	negative	-0.2	-1	noun
ultimatum	negative	-0.2	-1	noun
unemployment	negative	-0.2	-1	noun
unrest	negative	-0.2	-1	noun
unsteadiness	negative	-0.2	-1	noun
untruth	negative	-0.2	-1	noun
void	negative	-0.2	-1	noun
warning	negative	-0.2	-1	noun
weariness	negative	-0.2	-1	noun
weirdness	negative	-0.2	-1	noun
yawn	negative	-0.2	-1	noun
crook	negative	-0.2	-1	noun
flattery	negative	-0.2	-1	noun
inflation	negative	-0.2	-1	noun
infraction	negative	-0.2	-1	noun
jeopardy	negative	-0.2	-1	noun
pomp	negative	-0.2	-1	noun
passitivity	negative	-0.2	-1	noun
scrutiny	negative	-0.2	-1	noun
breakup	negative	-0.2	-1	noun
bully	negative	-0.2	-1	noun
crotch	negative	-0.2	-1	noun
predator	negative	-0.2	-1	noun
zombie	negative	-0.2	-1	noun
overuse	negative	-0.2	-1	noun
sentimentality	negative	-0.2	-1	noun
scam-artist	negative	-0.2	-1	noun
paranoia	negative	-0.2	-1	noun
bible-thumper	negative	-0.2	-1	noun
abuser	negative	-0.2	-1	noun
not_$PRP_(cup)_of_tea	negative	-0.2	-1	noun
clutches 	negative	-0.2	-1	noun
loser 	negative	-0.2	-1	noun
dilemma	negative	-0.2	-1	noun
indulgence	negative	-0.2	-1	noun
angst	negative	-0.2	-1	noun
over-reliance	negative	-0.2	-1	noun
mismatch	negative	-0.2	-1	noun
whine	negative	-0.2	-1	noun
thud	negative	-0.2	-1	noun
shortfall	negative	-0.2	-1	noun
scuff	negative	-0.2	-1	noun
harshness	negative	-0.2	-1	noun
drawback	negative	-0.2	-1	noun
misconception	negative	-0.2	-1	noun
incident	negative	-0.2	-1	noun
bum	negative	-0.2	-1	noun
sore	negative	-0.2	-1	noun
crack	negative	-0.2	-1	noun
bump	negative	-0.2	-1	noun
jolt	negative	-0.2	-1	noun
lag	negative	-0.2	-1	noun
rigidity	negative	-0.2	-1	noun
obscurity	negative	-0.2	-1	noun
glitch	negative	-0.2	-1	noun
clone	negative	-0.2	-1	noun
worry	negative	-0.2	-1	noun
demise	negative	-0.2	-1	noun
quibble	negative	-0.2	-1	noun
gimmick	negative	-0.2	-1	noun
discoloration	negative	-0.2	-1	noun
trepidation	negative	-0.2	-1	noun
claustrophobia	negative	-0.2	-1	noun
imposition	negative	-0.2	-1	noun
extreme	negative	-0.2	-1	noun
belch	negative	-0.2	-1	noun
blabbermouth	negative	-0.2	-1	noun
negativity	negative	-0.2	-1	noun
creepiness	negative	-0.2	-1	noun
rowdiness	negative	-0.2	-1	noun
rambing	negative	-0.2	-1	noun
aloofness	negative	-0.2	-1	noun
passive-agressiveness	negative	-0.2	-1	noun
abandon	negative	-0.2	-1	noun
offense	negative	-0.2	-1	noun
gimmick	negative	-0.2	-1	noun
flimsiness	negative	-0.2	-1	noun
mish-mash	negative	-0.2	-1	noun
melancholy	negative	-0.2	-1	noun
disconnect	negative	-0.2	-1	noun
hiss	negative	-0.2	-1	noun
volatility	negative	-0.2	-1	noun
unlawfulness	negative	-0.2	-1	noun
miscalculation	negative	-0.2	-1	noun
malaise	negative	-0.2	-1	noun
isolation	negative	-0.2	-1	noun
intimidation	negative	-0.2	-1	noun
inexperience	negative	-0.2	-1	noun
