term	valence	score	POS
preventive strike	negative	-0.125	n
preventive attack	negative	-0.125	n
toss bombing	negative	-0.25	n
loft bombing	negative	-0.25	n
suicide bombing	negative	-0.5	n
dirty war	negative	-0.25	n
current intelligence	negative	-0.625	n
tactical intelligence	positive	0.125	n
combat intelligence	positive	0.125	n
covert operation	negative	-0.5	n
black operation	negative	-0.625	n
covering fire	negative	-0.25	n
cover	negative	-0.25	n
deep supporting fire	negative	-0.625	n
friendly fire	positive	0.125	n
fratricide	positive	0.125	n
hostile fire	positive	0.125	n
indirect fire	negative	-0.5	n
radiocarbon dating	positive	0.125	n
carbon dating	positive	0.125	n
carbon-14 dating	positive	0.125	n
shakedown	positive	0.125	n
drumfire	negative	-0.25	n
cannonade	negative	-0.25	n
germ warfare	negative	-0.625	n
bacteriological warfare	negative	-0.625	n
algometry	negative	-0.25	n
angulation	positive	0.5	n
standardization	positive	0.125	n
standardisation	positive	0.125	n
calibration	positive	0.125	n
shading	negative	-0.125	n
blending	negative	-0.125	n
electromyography	positive	0.25	n
test	positive	0.125	n
psychometric test	positive	0.125	n
mental testing	positive	0.125	n
mental test	positive	0.125	n
iq test	positive	0.125	n
intelligence test	positive	0.125	n
randomization	positive	0.125	n
randomisation	positive	0.125	n
rank order	positive	0.125	n
rank order	negative	-0.125	n
collation	positive	0.25	n
iteration	positive	0.25	n
replay	positive	0.25	n
instant replay	positive	0.25	n
action replay	positive	0.25	n
emulation	negative	-0.125	n
intervention	negative	-0.125	n
standing operating procedure	positive	0.25	n
standard procedure	positive	0.25	n
standard operating procedure	positive	0.25	n
sop	positive	0.25	n
lockstep	positive	0.375	n
lockstep	negative	-0.125	n
red tape	negative	-0.125	n
bureaucratic procedure	negative	-0.125	n
objection	negative	-0.25	n
rigmarole	negative	-0.25	n
rigamarole	negative	-0.25	n
routine	positive	0.25	n
modus operandi	positive	0.25	n
rat race	negative	-0.25	n
rut	negative	-0.125	n
groove	negative	-0.125	n
ceremony	positive	0.5	n
ritual	positive	0.125	n
rite	positive	0.125	n
religious ritual	positive	0.125	n
religious ceremony	positive	0.125	n
ritual	positive	0.125	n
ritualism	positive	0.25	n
ritualism	negative	-0.25	n
nudism	negative	-0.625	n
naturism	negative	-0.625	n
love match	positive	0.125	n
love match	negative	-0.125	n
christening	positive	0.375	n
penance	positive	0.25	n
offering	positive	0.125	n
oblation	positive	0.125	n
high mass	positive	0.125	n
bhakti	positive	0.375	n
idolization	positive	0.125	n
idolization	negative	-0.625	n
idolisation	positive	0.125	n
idolisation	negative	-0.625	n
bardolatry	positive	0.125	n
bardolatry	negative	-0.375	n
veneration	positive	0.25	n
veneration	negative	-0.25	n
idolatry	positive	0.25	n
idolatry	negative	-0.25	n
devotion	positive	0.25	n
devotion	negative	-0.25	n
cultism	positive	0.25	n
cultism	negative	-0.25	n
lordolatry	positive	0.5	n
zoolatry	negative	-0.125	n
animal-worship	negative	-0.125	n
monolatry	positive	0.125	n
serpent-worship	negative	-0.125	n
ophiolatry	negative	-0.125	n
energizing	positive	0.375	n
energizing	negative	-0.25	n
activation	positive	0.375	n
activation	negative	-0.25	n
activating	positive	0.375	n
activating	negative	-0.25	n
regeneration	positive	0.25	n
vivification	positive	0.25	n
invigoration	positive	0.25	n
animation	positive	0.25	n
tessellation	positive	0.375	n
concubinage	negative	-0.625	n
infant feeding	negative	-0.125	n
gavage	negative	-0.5	n
forced feeding	negative	-0.5	n
overfeeding	negative	-0.5	n
spoonfeeding	negative	-0.125	n
schedule feeding	negative	-0.125	n
healthcare	positive	0.25	n
health care	positive	0.25	n
healthcare delivery	positive	0.5	n
health care delivery	positive	0.5	n
care delivery	positive	0.5	n
extortion	negative	-0.5	n
inactivity	positive	0.125	n
pause	positive	0.25	n
bedrest	negative	-0.25	n
bed rest	negative	-0.25	n
laziness	positive	0.375	n
laziness	negative	-0.125	n
sleeping	positive	0.125	n
sleeping	negative	-0.25	n
quiescency	positive	0.125	n
quiescency	negative	-0.25	n
quiescence	positive	0.125	n
quiescence	negative	-0.25	n
dormancy	positive	0.125	n
dormancy	negative	-0.25	n
dolce far niente	positive	0.125	n
dolce far niente	negative	-0.25	n
spare time	positive	0.375	n
free time	positive	0.375	n
forbearance	negative	-0.5	n
asceticism	positive	0.25	n
asceticism	negative	-0.125	n
ascesis	positive	0.25	n
ascesis	negative	-0.125	n
sexual abstention	positive	0.5	n
chastity	positive	0.5	n
celibacy	positive	0.5	n
mortification	negative	-0.125	n
temperance	positive	0.375	n
temperance	negative	-0.25	n
sobriety	positive	0.375	n
sobriety	negative	-0.25	n
teetotalism	positive	0.125	n
teetotaling	positive	0.125	n
suppression	positive	0.125	n
suppression	negative	-0.125	n
inhibition	positive	0.125	n
inhibition	negative	-0.125	n
pleasure	positive	0.125	n
luxuriation	positive	0.125	n
mourning	positive	0.375	n
mourning	negative	-0.375	n
lamentation	positive	0.375	n
lamentation	negative	-0.375	n
laughter	positive	0.125	n
laughter	negative	-0.375	n
pleasing	positive	0.25	n
overindulgence	positive	0.375	n
overindulgence	negative	-0.25	n
excess	positive	0.375	n
excess	negative	-0.25	n
stalling	negative	-0.125	n
stall	negative	-0.125	n
stonewalling	negative	-0.375	n
prophylaxis	positive	0.5	n
misdeal	negative	-0.75	n
unselfishness	positive	0.5	n
generosity	positive	0.5	n
accordance of rights	positive	0.125	n
accordance	positive	0.125	n
welfare	positive	0.125	n
social welfare	positive	0.125	n
public assistance	positive	0.125	n
relief	positive	0.125	n
health care	negative	-0.625	n
medicaid	negative	-0.125	n
primary health care	positive	0.375	n
philanthropy	positive	0.125	n
philanthropic gift	positive	0.125	n
charity	positive	0.125	n
alms	negative	-0.5	n
almsgiving	negative	-0.5	n
alms-giving	negative	-0.5	n
soft sell	negative	-0.25	n
factory farm	positive	0.25	n
factory farm	negative	-0.125	n
agriculture	positive	0.25	n
agriculture	negative	-0.125	n
agribusiness	positive	0.25	n
agribusiness	negative	-0.125	n
jerry-building	positive	0.125	n
jerry-building	negative	-0.25	n
world affairs	positive	0.125	n
international affairs	positive	0.125	n
alienation	negative	-0.125	n
horse trading	negative	-0.125	n
horse trade	negative	-0.125	n
borrowing	negative	-0.125	n
fair	positive	0.25	n
bazaar	positive	0.25	n
craft fair	positive	0.125	n
fire sale	negative	-0.375	n
fire sale	negative	-0.25	n
nonpayment	negative	-0.375	n
evasion	negative	-0.375	n
rendering	positive	0.5	n
underpayment	positive	0.125	n
auto limitation	positive	0.125	n
politics	positive	0.125	n
misrule	negative	-0.25	n
misgovernment	negative	-0.25	n
law enforcement	negative	-0.125	n
socialization	positive	0.375	n
socialisation	positive	0.375	n
enculturation	positive	0.375	n
acculturation	positive	0.375	n
cultivation	positive	0.25	n
upbringing	positive	0.125	n
rearing	positive	0.125	n
raising	positive	0.125	n
nurture	positive	0.125	n
fostering	positive	0.125	n
fosterage	positive	0.125	n
bringing up	positive	0.125	n
breeding	positive	0.125	n
moral obligation	positive	0.375	n
moral obligation	negative	-0.25	n
noblesse oblige	positive	0.625	n
imperative	positive	0.125	n
imperative	negative	-0.125	n
legal duty	positive	0.125	n
fiduciary duty	positive	0.125	n
great care	positive	0.5	n
respect	positive	0.25	n
obedience	positive	0.25	n
misconduct	negative	-0.25	n
mismanagement	negative	-0.125	n
misdirection	negative	-0.125	n
screwup	positive	0.25	n
invigilation	positive	0.125	n
disposal	positive	0.375	n
administration	positive	0.375	n
polity	positive	0.25	n
name	negative	-0.125	n
nihil obstat	positive	0.125	n
nihil obstat	negative	-0.125	n
toleration	negative	-0.125	n
steering	positive	0.125	n
guidance	positive	0.125	n
damper	negative	-0.375	n
false imprisonment	negative	-0.125	n
crackdown	positive	0.125	n
crackdown	negative	-0.125	n
regimentation	negative	-0.125	n
pacification	negative	-0.375	n
mollification	negative	-0.375	n
propitiation	positive	0.25	n
placation	positive	0.25	n
conciliation	positive	0.25	n
ablism	positive	0.25	n
ablism	negative	-0.125	n
ableism	positive	0.25	n
ableism	negative	-0.125	n
able-bodism	positive	0.25	n
able-bodism	negative	-0.125	n
able-bodiedism	positive	0.25	n
able-bodiedism	negative	-0.125	n
agism	positive	0.125	n
ageism	positive	0.125	n
cronyism	negative	-0.625	n
nepotism	positive	0.375	n
secularization	positive	0.125	n
secularization	negative	-0.5	n
secularisation	positive	0.125	n
secularisation	negative	-0.5	n
sexism	negative	-0.25	n
male chauvinism	positive	0.125	n
chauvinism	positive	0.125	n
antifeminism	positive	0.125	n
standardization	positive	0.5	n
standardisation	positive	0.5	n
normalization	positive	0.5	n
normalisation	positive	0.5	n
stylization	negative	-0.125	n
stylisation	negative	-0.125	n
conventionalization	positive	0.125	n
conventionalisation	positive	0.125	n
whacking	negative	-0.125	n
trouncing	negative	-0.125	n
thrashing	negative	-0.125	n
licking	negative	-0.125	n
lacing	negative	-0.125	n
drubbing	negative	-0.125	n
beating	negative	-0.125	n
corporal punishment	negative	-0.625	n
self-flagellation	negative	-0.625	n
self-punishment	negative	-0.5	n
stick	negative	-0.125	n
kick in the butt	negative	-0.375	n
stoning	negative	-0.125	n
lapidation	negative	-0.125	n
obeisance	positive	0.125	n
obedience	positive	0.125	n
strife	negative	-0.375	n
battle of wits	negative	-0.375	n
opposition	negative	-0.375	n
confrontation	negative	-0.375	n
discordance	negative	-0.25	n
discord	negative	-0.25	n
road rage	negative	-0.125	n
set-to	positive	0.5	n
tussle	negative	-0.5	n
scuffle	negative	-0.5	n
rough-and-tumble	negative	-0.5	n
hassle	negative	-0.5	n
dogfight	negative	-0.5	n
aggro	negative	-0.375	n
slugfest	negative	-0.25	n
fisticuffs	negative	-0.25	n
fistfight	negative	-0.25	n
stinger	negative	-0.5	n
shot	negative	-0.5	n
wallop	negative	-0.625	n
ruffle	negative	-0.25	n
fray	negative	-0.25	n
disturbance	negative	-0.25	n
affray	negative	-0.25	n
obstructionism	negative	-0.125	n
punch-up	negative	-0.125	n
rebelliousness	negative	-0.25	n
insubordination	negative	-0.25	n
contumacy	negative	-0.5	n
noncompliance	positive	0.125	n
disobedience	positive	0.125	n
due process of law	negative	-0.625	n
due process	negative	-0.625	n
legal action	positive	0.125	n
action at law	positive	0.125	n
action	positive	0.125	n
countersuit	positive	0.125	n
reversal	positive	0.125	n
reversal	negative	-0.125	n
affirmation	positive	0.375	n
confession of judgment	negative	-0.375	n
confession of judgement	negative	-0.375	n
cognovit judgment	negative	-0.375	n
cognovit judgement	negative	-0.375	n
non prosequitur	negative	-0.375	n
non pros	negative	-0.375	n
judgment in rem	positive	0.375	n
judgement in rem	positive	0.375	n
judgment of dismissal	negative	-0.5	n
judgement of dismissal	negative	-0.5	n
dismissal	negative	-0.5	n
judgment on the merits	positive	0.125	n
judgement on the merits	positive	0.125	n
summary judgment	negative	-0.625	n
summary judgement	negative	-0.625	n
judgment on the pleadings	negative	-0.625	n
judgement on the pleadings	negative	-0.625	n
fatwa	positive	0.5	n
compromise verdict	negative	-0.125	n
directed verdict	negative	-0.625	n
false verdict	positive	0.125	n
false verdict	negative	-0.625	n
general verdict	positive	0.25	n
general verdict	negative	-0.125	n
quotient verdict	negative	-0.5	n
special verdict	positive	0.125	n
special verdict	negative	-0.5	n
acquittal	positive	0.625	n
robbery conviction	negative	-0.125	n
ouster	negative	-0.25	n
eviction	negative	-0.625	n
constructive eviction	negative	-0.625	n
retaliatory eviction	positive	0.375	n
trial by ordeal	negative	-0.125	n
ordeal	negative	-0.125	n
denial	negative	-0.125	n
demurrer	negative	-0.125	n
defense	negative	-0.125	n
defence	negative	-0.125	n
entrapment	negative	-0.75	n
mistrial	positive	0.125	n
mistrial	negative	-0.375	n
fair hearing	negative	-0.625	n
quarantine	positive	0.25	n
conformity	positive	0.625	n
conformation	positive	0.625	n
compliance	positive	0.625	n
abidance	positive	0.625	n
formality	positive	0.125	n
line	positive	0.125	n
line	negative	-0.5	n
observance	positive	0.125	n
honoring	positive	0.125	n
punctilio	positive	0.375	n
nonobservance	negative	-0.25	n
keeping	positive	0.625	n
reconciliation	positive	0.125	n
reconciliation	negative	-0.125	n
rapprochement	positive	0.125	n
rapprochement	negative	-0.125	n
selflessness	positive	0.25	n
self-sacrifice	positive	0.25	n
devotion	positive	0.25	n
reenlistment	positive	0.625	n
fetish	positive	0.125	n
fetish	negative	-0.125	n
fetich	positive	0.125	n
fetich	negative	-0.125	n
help	positive	0.5	n
assistance	positive	0.5	n
assist	positive	0.5	n
aid	positive	0.5	n
helping hand	positive	0.25	n
helping hand	negative	-0.25	n
hand	positive	0.25	n
hand	negative	-0.25	n
thanks	negative	-0.125	n
social work	negative	-0.75	n
succour	positive	0.125	n
succor	positive	0.125	n
relief	positive	0.125	n
ministration	positive	0.125	n
comfort	positive	0.125	n
comfort	negative	-0.625	n
simplification	positive	0.5	n
simplification	negative	-0.125	n
simplism	negative	-0.125	n
oversimplification	negative	-0.125	n
rationalization	negative	-0.625	n
rationalisation	negative	-0.625	n
traditionalism	positive	0.25	n
drumbeat	positive	0.25	n
drumbeat	negative	-0.125	n
insistency	positive	0.125	n
insistence	positive	0.125	n
protection	negative	-0.375	n
auspices	negative	-0.375	n
aegis	negative	-0.375	n
appreciation	positive	0.75	n
admiration	positive	0.75	n
idolization	positive	0.125	n
idolisation	positive	0.125	n
adoration	positive	0.125	n
glorification	positive	0.125	n
slander	positive	0.5	n
slander	negative	-0.125	n
denigration	positive	0.5	n
denigration	negative	-0.125	n
defamation	positive	0.5	n
defamation	negative	-0.125	n
calumny	positive	0.5	n
calumny	negative	-0.125	n
aspersion	positive	0.5	n
aspersion	negative	-0.125	n
attack	positive	0.25	n
attack	negative	-0.125	n
doings	positive	0.25	n
conduct	positive	0.25	n
behaviour	positive	0.25	n
behavior	positive	0.25	n
aggression	positive	0.375	n
aggression	negative	-0.5	n
provocation	positive	0.375	n
provocation	negative	-0.5	n
irritation	positive	0.375	n
irritation	negative	-0.5	n
aggravation	positive	0.375	n
aggravation	negative	-0.5	n
last straw	positive	0.125	n
last straw	negative	-0.25	n
exacerbation	positive	0.125	n
exacerbation	negative	-0.375	n
bitchery	positive	0.375	n
bitchery	negative	-0.25	n
terrorization	positive	0.25	n
terrorization	negative	-0.125	n
terrorisation	positive	0.25	n
terrorisation	negative	-0.125	n
frightening	positive	0.25	n
frightening	negative	-0.125	n
twit	positive	0.25	n
twit	negative	-0.375	n
taunting	positive	0.25	n
taunting	negative	-0.375	n
taunt	positive	0.25	n
taunt	negative	-0.375	n
raising hell	negative	-0.5	n
hell raising	negative	-0.5	n
dirty pool	positive	0.125	n
dirty pool	negative	-0.25	n
dirty tricks	positive	0.125	n
offensive activity	positive	0.375	n
offensive activity	negative	-0.375	n
offense	positive	0.375	n
offense	negative	-0.375	n
offence	positive	0.375	n
offence	negative	-0.375	n
discourtesy	positive	0.375	n
discourtesy	negative	-0.375	n
easiness	positive	0.125	n
easiness	negative	-0.75	n
mock	negative	-0.125	n
insolence	positive	0.125	n
insolence	negative	-0.25	n
insult	negative	-0.25	n
affront	negative	-0.25	n
indignity	positive	0.75	n
slight	negative	-0.125	n
rebuff	negative	-0.125	n
benevolence	positive	0.75	n
benefaction	positive	0.75	n
cupboard love	positive	0.375	n
favour	positive	0.125	n
favor	positive	0.125	n
turn	positive	0.125	n
good turn	positive	0.125	n
pardon	negative	-0.125	n
forgiveness	negative	-0.125	n
mercy	positive	0.625	n
exculpation	positive	0.125	n
exculpation	negative	-0.125	n
endearment	positive	0.5	n
politeness	positive	0.125	n
civility	positive	0.125	n
reverence	positive	0.125	n
courtesy	positive	0.5	n
beau geste	positive	0.125	n
attention	positive	0.25	n
respect	positive	0.5	n
deference	positive	0.5	n
homage	positive	0.5	n
court	positive	0.5	n
props	positive	0.875	n
thoughtfulness	positive	0.375	n
consideration	positive	0.375	n
tryst	positive	0.125	n
assignation	positive	0.125	n
absenteeism	positive	0.125	n
revenge	negative	-0.25	n
retaliation	negative	-0.25	n
vengeance	negative	-0.125	n
retribution	negative	-0.125	n
payback	negative	-0.125	n
feud	positive	0.125	n
vindication	negative	-0.125	n
exoneration	negative	-0.125	n
whitewash	negative	-0.5	n
work stoppage	negative	-0.125	n
strike	negative	-0.125	n
sympathy strike	negative	-0.125	n
sympathetic strike	negative	-0.125	n
wildcat strike	negative	-0.375	n
flip	negative	-0.125	n
trap	negative	-0.5	n
lying in wait	negative	-0.5	n
ambush	negative	-0.5	n
ambuscade	negative	-0.5	n
stupidity	positive	0.25	n
stupidity	negative	-0.375	n
imbecility	positive	0.25	n
imbecility	negative	-0.375	n
foolishness	positive	0.25	n
foolishness	negative	-0.375	n
folly	positive	0.25	n
folly	negative	-0.375	n
betise	positive	0.25	n
betise	negative	-0.375	n
vandalism	negative	-0.125	n
malicious mischief	negative	-0.125	n
hooliganism	negative	-0.125	n
amendment	negative	-0.125	n
emendation	negative	-0.625	n
hit	negative	-0.25	n
infanticide	negative	-0.25	n
manipulative electronic deception	negative	-0.25	n
electronic manipulative deception	negative	-0.25	n
simulative electronic deception	negative	-0.125	n
electronic simulative deception	negative	-0.125	n
harmonization	positive	0.25	n
harmonisation	positive	0.25	n
cantillation	negative	-0.125	n
probation	negative	-0.125	n
revoke	positive	0.125	n
revoke	negative	-0.625	n
renege	positive	0.125	n
