term	valence	score
of like	negative	0
off topic	negative	-1
offence	positive	-0.8
offend	positive	-0.75
offended	positive	-0.75
offender	positive	-0.75
offending	positive	-0.5
offends	positive	-0.5
offense	positive	-0.5
offenses	positive	-0.8
offensive	positive	-0.5
offensively	negative	-1
offensiveness	negative	-1
offer	positive	0.1
offhand	positive	-0.25
officious	positive	-0.4
offset	positive	-0.25
ogre	positive	-0.8
oiled	positive	-0.25
oligarchy	positive	-0.25
omelets	positive	0.4
omen	positive	-0.8
ominous	positive	-0.5
ominously	negative	-1
ominousness	negative	-1
omission	positive	-0.6
omit	positive	-0.25
omniscient	positive	-0.25
on point	positive	1
on time	positive	1
on topic	positive	1
one sided	negative	-1
onerous	positive	-0.5
onerously	negative	-1
onesided	positive	-0.25
onslaught	negative	-1
onus	positive	-0.25
ooze	positive	-0.25
openly	positive	0.6
openness	positive	0.5
opiate	positive	-0.8
opinionated	positive	-0.5
opium	positive	-0.8
opponent	positive	-0.5
opportune	positive	1
opportunistic	positive	-0.4
opportunities	positive	1
opportunity	positive	0.5
oppose	positive	-0.5
opposed	positive	-0.8
opposition	positive	-0.5
oppositions	negative	-1
oppress	positive	-0.5
oppressed	negative	-1
oppression	positive	-0.5
oppressive	positive	-0.75
oppressively	negative	-1
oppressiveness	negative	-1
oppressor	negative	-1
oppressors	negative	-1
optimal	positive	1
optimism	positive	1
optimist	positive	0.5
optimistic	positive	0.5
option	positive	0.4
optional	positive	0.25
optionless	positive	-0.8
opulent	positive	0.8
oracle	positive	0.4
oration	positive	0.4
ordained	positive	0.6
ordeal	positive	-0.5
orderly	positive	0.5
ordination	positive	0.6
ordnance	positive	-0.25
organic	positive	0.4
organics	positive	0.4
organization	positive	0.4
organize	positive	0.4
organized	positive	0.6
orgasm	positive	0.5
originality	positive	0.5
ornamented	positive	0.6
ornate	positive	0.8
orneriness	positive	-0.25
orphan	positive	-0.5
orphanage	negative	-1
orphans	negative	-1
ostensibly	positive	-0.25
ostracize	negative	-1
ostracized	negative	-1
ouch	negative	-1
oust	positive	-0.8
outbreak	positive	-0.8
outburst	positive	-0.4
outbursts	positive	-0.4
outcast	positive	-0.75
outcome	positive	-0.25
outcry	positive	-0.75
outdated	negative	-1
outdid	positive	-0.4
outdo	positive	0.5
outdone	positive	-0.4
outlandish	positive	-0.5
outlaw	positive	-0.5
outlive	positive	-0.25
outmaneuvered	positive	-0.4
outmoded	positive	-0.8
outpace	positive	-0.25
outperform	positive	-0.4
outperformed	positive	-0.4
outperforming	positive	-0.25
outperforms	positive	-0.4
outplayed	positive	-0.25
outrage	negative	-1
outraged	positive	-0.75
outrageous	positive	-0.8
outrageously	positive	-0.8
outrageousness	positive	-0.8
outrages	negative	-1
outreach	positive	-0.25
outshine	positive	0.4
outshone	positive	1
outsider	positive	-0.6
outsmart	positive	0.4
outstanding	positive	0.75
outstandingly	positive	1
outstrip	positive	-0.4
outwit	positive	1
ovation	positive	0.6
over acted	negative	-1
over awe	negative	-1
over balanced	negative	-1
over hyped	negative	-1
over priced	negative	-1
over valuation	negative	-1
overact	positive	-0.25
overacted	positive	-0.25
overawe	positive	-0.25
overbalance	positive	-0.25
overbalanced	positive	-0.25
overbearing	positive	-0.5
overbearingly	positive	-0.25
overblown	positive	-0.25
overburden	negative	-1
overcast	positive	-0.6
overcome	positive	0.1
overcoming	positive	0.6
overdo	positive	-0.5
overdone	positive	-0.5
overdose	positive	-0.5
overdue	positive	-0.5
overemphasize	positive	-0.25
overestimated	positive	-0.25
overflow	positive	-0.25
overgrown	negative	-1
overheat	negative	-1
overheating	negative	-1
overinflated	negative	-1
overjoyed	positive	0.75
overkill	positive	-0.25
overload	positive	-0.5
overloaded	positive	-0.25
overlook	positive	-0.25
overlooked	positive	-0.25
overly	negative	-2
overpaid	positive	-0.25
overpayed	negative	-1
overplay	positive	-0.25
overpower	positive	-0.5
overpowered	positive	-0.8
overpowering	positive	-0.8
overpriced	positive	-0.5
overrated	positive	-0.25
overreach	positive	-0.25
overreact	negative	-1
overreacted	negative	-1
overreaction	negative	-1
overreacts	negative	-1
overrides	positive	-0.4
overrun	positive	-0.5
oversell	positive	-0.4
overselling	positive	-0.6
oversells	positive	-0.6
overshadow	positive	-0.25
oversight	positive	-0.5
oversights	positive	-0.25
oversimplification	positive	-0.5
oversimplified	positive	-0.5
oversimplifies	negative	-1
oversimplify	positive	-0.5
oversize	positive	-0.25
overstate	positive	-0.25
overstated	positive	-0.25
overstatement	positive	-0.5
overstatements	positive	-0.5
overstates	positive	-0.25
overtake	positive	0.25
overtaken	positive	-0.8
overtakes	positive	-0.8
overtaking	positive	-0.8
overtaxed	positive	-0.25
overthink	negative	-1
overthrow	positive	-0.5
overthrows	positive	-0.25
overtook	positive	-0.8
overture	positive	1
overturn	positive	-0.5
overturned	positive	-0.25
overweight	positive	-0.5
overwhelm	positive	-0.75
overwhelmed	positive	-0.5
overwhelming	positive	-0.6
overwhelmingly	positive	-0.25
overwhelms	positive	-0.25
overworked	negative	-1
overzealous	positive	-0.25
overzealously	positive	-0.25
overzelous	negative	-1
owing	positive	-0.25
ownership	positive	0.6
paean	positive	0.25
pagans	positive	-0.4
pain	positive	-0.75
pain free	positive	1
pained	negative	-1
painful	positive	-0.5
painfull	negative	-1
painfully	positive	-0.5
painkillers	positive	-0.4
painless	positive	1
painlessly	positive	1
pains	positive	-0.75
palatable	positive	0.8
palatial	positive	0.8
pale	positive	-0.6
paler	positive	-0.6
pales	positive	-0.6
pallbearers	positive	-0.6
palliative	positive	-0.1
palpate	positive	-0.25
palsy	positive	-0.8
paltry	positive	-0.8
pamper	positive	0.8
pampered	positive	0.6
pamperedly	positive	1
pamperedness	positive	1
pampers	positive	0.6
pan	negative	-1
panacea	positive	0.8
pandemic	negative	-1
pandemonium	positive	-0.8
pander	positive	-0.8
pandering	positive	-0.8
panders	positive	-0.8
pang	positive	-0.5
panic	positive	-0.8
panick	negative	-1
panicked	positive	-0.75
panicking	positive	-0.5
panicky	negative	-1
panics	negative	-1
panoramic	positive	0.4
paperwork	positive	-0.25
paradise	positive	0.5
paradox	positive	-0.4
paradoxical	positive	-0.25
paradoxically	positive	-0.25
paragon	positive	0.4
paralize	positive	-0.8
paralysis	positive	-0.5
paralyzed	positive	-0.75
paramount	positive	0.25
paranoia	positive	-0.75
paranoid	positive	-0.5
parasite	positive	-0.5
pardon	positive	1
pardoned	positive	0.8
pardoning	positive	0.8
pardons	positive	0.8
pariah	positive	-0.5
parley	positive	-0.1
parody	positive	-0.25
parsimonious	positive	-0.6
partiality	positive	-0.25
participation	positive	0.6
partisan	positive	-0.5
partisans	negative	-1
partner	positive	0.8
partnerless	positive	-0.8
partnership	positive	0.8
partying	positive	0.8
passe	positive	-0.5
passion	positive	0.5
passionate	positive	0.75
passionately	positive	1
passions	positive	1
passive	positive	-0.75
passively	positive	-0.6
passiveness	positive	-0.6
passivity	positive	-0.25
pasting	positive	-0.25
pastry	positive	0.1
pasture	positive	0.1
patent	positive	0.25
pathetic	positive	-0.75
pathetically	positive	-0.5
patience	positive	0.5
patient	positive	0.5
patiently	positive	1
patriarchal	positive	-0.25
patriot	positive	0.6
patriotic	positive	0.6
patriotism	positive	0.25
patron	positive	0.1
patronage	positive	0.5
patronize	positive	-0.4
patronizing	positive	-0.5
patter	positive	-0.25
paucity	positive	-0.5
pauper	positive	-0.5
paupers	positive	-0.8
pawn	positive	-0.4
pay	positive	-0.1
payback	positive	-0.5
payment	positive	-0.1
peace	positive	0.75
peaceable	positive	0.5
peaceful	positive	0.75
peacefully	positive	0.5
peacekeepers	positive	0.8
peach	positive	0.4
peaks	positive	0.1
peals	positive	-0.25
pecking	positive	-0.25
peculiar	positive	-0.25
peculiarities	positive	-0.4
peculiarity	positive	-0.4
peculiarly	positive	-0.25
pedantic	positive	-0.4
pedigree	positive	0.6
pedophilia	negative	-1
peeing	positive	-0.6
peel	positive	-0.25
peeled	negative	-1
peeling	positive	-0.4
peerless	positive	0.5
peeve	negative	-1
peeved	positive	-0.5
peevish	negative	-1
peevishly	negative	-1
pelleting	positive	-0.6
pelt	positive	-0.6
penal	positive	-0.6
penalize	negative	-1
penalty	positive	-0.75
penchant	positive	0.5
penetration	positive	-0.4
penitentiary	positive	-0.8
penniless	negative	-1
pensive	positive	-0.25
pentagram	positive	-0.25
pep	positive	1
pepped	positive	1
pepping	positive	1
peppy	positive	1
peps	positive	1
perceptible	positive	0.4
perception	positive	-0.25
perdition	negative	-1
perennial	positive	0.4
perfect	positive	0.75
perfected	positive	1
perfection	positive	0.5
perfectly	positive	0.5
perfects	positive	0.8
perfidious	negative	-1
perfidity	negative	-1
perfidy	negative	-1
performance	positive	0.4
performer	positive	0.4
perfunctorily	positive	-0.25
perfunctory	positive	-0.4
peril	negative	-1
perilous	positive	-0.5
perilously	positive	-0.5
perish	positive	-0.5
perishable	positive	-0.6
perished	negative	-1
perishing	negative	-1
perjury	positive	-0.5
perk	positive	1
perked	positive	0.6
permanent	positive	-0.25
permanently	positive	-0.25
permissible	positive	0.8
permission	positive	0.8
permitting	positive	0.8
pernicious	positive	-0.5
perpetrator	positive	-0.5
perpetrators	positive	-0.8
perpetual	positive	-0.4
perpetuation	positive	-0.4
perpetuity	positive	-0.4
perplex	positive	-0.8
perplexed	negative	-1
perplexing	positive	-0.8
perplexity	positive	-0.5
persecute	positive	-0.75
persecuted	negative	-1
persecutes	negative	-1
persecuting	negative	-1
persecution	positive	-0.5
perseverance	positive	1
persevere	positive	1
persistence	positive	0.4
persistent	positive	0.4
personable	positive	1
personages	positive	1
personalized	positive	0.8
pertinacious	positive	-0.25
pertinaciously	positive	-0.25
pertinacity	positive	-0.25
pertinent	positive	0.4
perturb	negative	-1
perturbation	negative	-1
perturbed	positive	-0.75
pervasive	positive	-0.4
perverse	positive	-0.5
perversely	negative	-1
perversion	positive	-0.75
perversity	negative	-1
pervert	positive	-0.5
perverted	positive	-0.75
perverts	negative	-1
pesky	negative	-1
pessimism	positive	-0.75
pessimist	negative	-1
pessimistic	positive	-0.5
pessimistically	negative	-1
pest	positive	-0.5
pesticides	positive	-0.8
pestilence	negative	-1
pestilent	negative	-1
petite	positive	0.6
petrified	positive	-0.5
petrify	positive	-0.6
petted	positive	0.4
pettifog	positive	-0.25
petty	positive	-0.5
petulant	negative	-1
phantom	positive	-0.5
pharmaceutical	positive	-0.4
phenomenal	positive	1
phenomenally	positive	1
philandering	positive	-0.4
philanthropist	positive	1
philanthropy	positive	1
philosopher	positive	0.4
philosophies	positive	0.4
phlegm	positive	-0.8
phobia	positive	-0.5
phobic	positive	-0.5
phony	positive	-0.75
physician	positive	-0.25
physique	positive	0.4
picket	negative	-1
picketed	positive	-0.25
picketing	positive	-0.5
pickets	positive	-0.25
picky	positive	-0.6
picnic	positive	0.6
picturesque	positive	0.75
piercing	positive	-0.25
piety	positive	0.5
pig	positive	-0.5
pigs	negative	-1
pill	positive	-0.25
pillage	positive	-0.5
pillory	negative	-1
pillow	positive	0.4
pimp	positive	-0.6
pimple	positive	-0.25
pinch	negative	-1
pining	positive	-0.25
pinnacle	positive	0.75
pinprick	positive	-0.8
pioneer	positive	0.25
pique	positive	-0.75
piracy	negative	-1
pirate	positive	-0.1
piss	positive	-0.6
pissed	negative	-1
pisses	positive	-0.8
pissing	positive	-0.6
pissoff	negative	-1
pissy	negative	-1
pistol	positive	-0.4
pitbulls	positive	-0.25
piteous	positive	-0.8
pitfall	positive	-0.8
pitiable	positive	-0.8
pitied	positive	-0.5
pitiful	negative	-1
pitifully	negative	-1
pitiless	positive	-0.5
pitilessly	negative	-1
pittance	positive	-0.6
pity	positive	-0.5
plagiarism	negative	-1
plagiarize	negative	-1
plague	positive	-0.5
plagues	negative	-1
plaintiff	positive	-0.25
plaintively	positive	-0.8
planning	positive	0.25
plasticky	negative	-1
plausible	positive	0.8
player	positive	-0.1
playful	positive	1
playfully	positive	0.5
playground	positive	0.5
plaything	positive	-0.25
plea	positive	-0.5
plead	positive	-0.4
pleaded	positive	-0.4
pleading	positive	-0.4
pleas	positive	-0.4
pleasant	positive	1
pleasantly	positive	0.8
please	positive	1
pleased	positive	0.75
pleases	positive	1
pleasing	positive	1
pleasingly	positive	1
pleasurable	positive	0.5
pleasurably	positive	1
pleasure	positive	0.5
pleasures	positive	1
plebeian	positive	-0.6
pledge	positive	0.25
plenary	positive	-0.25
plentiful	positive	0.5
plight	positive	-0.75
plodding	positive	-0.25
plot	negative	-1
plotters	negative	-1
ploy	positive	-0.5
plum	positive	0.4
plummet	positive	-0.8
plummeted	positive	-0.8
plunder	positive	-0.5
plunderer	negative	-1
plunge	positive	-0.4
pluses	positive	0.25
plush	positive	0.5
plusses	positive	0.25
ply	positive	-0.25
pneumonia	negative	-1
poaching	negative	-1
poetic	positive	0.6
poeticize	positive	1
poignant	positive	0.6
pointedly	positive	-0.25
pointless	positive	-0.75
pointlessly	negative	-1
pointlessness	negative	-1
poise	positive	0.8
poised	positive	-0.1
poison	positive	-0.75
poisoned	positive	-0.75
poisoning	positive	-0.5
poisonous	positive	-0.5
poisonously	negative	-1
poisons	negative	-1
pokey	negative	-1
poky	negative	-1
polarisation	positive	-0.4
polemic	positive	-0.25
polemize	negative	-1
police	positive	-0.25
polio	negative	-1
polished	positive	0.5
polite	positive	0.5
politely	positive	1
politeness	positive	0.5
politic	positive	0.4
pollinating	positive	0.6
pollute	positive	-0.75
polluted	negative	-1
polluter	positive	-0.5
polluters	positive	-0.5
pollutes	negative	-1
pollution	positive	0.5
polution	negative	-1
polygamy	positive	-0.25
pompous	positive	-0.5
ponder	positive	0.4
pondered	positive	0.4
ponderous	positive	0.4
pooling	positive	-0.25
poop	negative	-1
pooped	negative	-1
poopy	negative	-1
poor	positive	-0.5
poor quality	negative	-1
poorer	positive	-0.5
poorest	positive	-0.5
poorly	positive	-0.75
popular	positive	0.5
popularity	positive	0.6
popularized	positive	0.6
pored	positive	0.25
porn	positive	-0.6
porno	positive	-0.6
pornographic	positive	-0.8
pornography	positive	-0.5
portable	positive	0.25
posed	positive	-0.25
posh	positive	0.6
positive	positive	0.75
positively	positive	0.75
positives	positive	0.8
possessed	positive	-0.6
possessive	negative	-1
possessiveness	negative	-1
posthumous	positive	-0.25
postpone	positive	-0.5
postponed	positive	-0.4
postponement	positive	-0.25
postpones	positive	-0.4
postponing	positive	-0.4
posturing	positive	-0.4
potable	positive	1
potency	positive	0.25
pothole	positive	-0.8
potholed	positive	-0.8
pounding	positive	-0.4
pout	positive	-0.25
pouted	negative	-1
poverty	positive	-0.75
powerful	positive	0.75
powerfully	positive	0.25
powerless	negative	-1
practical	positive	1
practice	positive	0.4
practiced	positive	1
pragmatic	positive	0.8
praise	positive	0.75
praised	positive	0.25
praises	positive	1
praiseworthy	positive	0.5
praising	positive	0.5
prank	positive	-0.25
prankster	positive	-0.25
prate	positive	-0.25
pratfall	positive	-0.25
prattle	positive	-0.25
pray	positive	0.1
praying	positive	0.1
prays	positive	0.1
pre eminent	positive	1
precarious	positive	-0.75
precariously	positive	-0.5
precaution	positive	-0.4
precious	positive	0.5
precipitate	positive	-0.25
precipitated	positive	-0.25
precipitation	positive	-0.25
precipitous	positive	-0.5
precise	positive	0.5
precisely	positive	0.8
precision	positive	0.8
preconceived	positive	-0.6
predatory	positive	-0.5
predicament	positive	-0.5
predictability	positive	0.25
predictably	positive	-0.25
predictions	positive	-0.25
predilection	positive	0.25
predominant	positive	0.1
preeminent	positive	0.5
preempted	positive	-0.25
preemptive	positive	-0.25
prefer	positive	0.1
preferable	positive	1
preferably	positive	0.8
prefered	positive	1
preferes	positive	1
preferred	positive	0.8
preferring	positive	0.25
prefers	positive	0.1
prejudge	positive	-0.8
prejudice	positive	-0.5
prejudiced	negative	-1
prejudices	negative	-1
prejudicial	positive	-0.5
premeditated	positive	-0.75
premeditation	positive	-0.4
premier	positive	0.5
premiere	positive	0.6
premise	positive	0.25
premises	positive	0.25
preoccupies	positive	-0.25
preoccupy	positive	-0.25
preordained	positive	0.25
prepare	positive	0.1
prepared	positive	0.5
preposterous	positive	-0.6
preposterously	positive	-0.6
prescient	positive	0.8
presence	positive	0.4
present	positive	0.25
presentable	positive	1
preservative	positive	0.6
preserve	positive	0.6
pressure	positive	-0.5
pressured	positive	-0.5
pressures	positive	-0.25
pressuring	positive	-0.25
prestige	positive	0.5
prestigious	positive	1
presumptuous	positive	-0.5
presumptuously	positive	-0.8
pretence	negative	-1
pretend	positive	-0.75
pretended	positive	-0.25
pretender	positive	-0.6
pretending	positive	-0.25
pretends	positive	-0.1
pretense	positive	-0.5
pretensions	positive	-0.8
pretentious	negative	-1
pretentiously	negative	-1
prettily	positive	1
pretty	positive	0.75
prevail	positive	0.5
prevaricate	positive	-0.25
prevent	positive	-0.25
prevented	positive	0.25
preventing	positive	0.25
prevention	positive	0.25
preventive	positive	-0.25
prevents	positive	0.25
prey	positive	-0.5
preyed	positive	-0.8
priceless	positive	0.5
pricey	positive	-0.25
pricier	positive	-0.25
prick	positive	-0.75
prickle	negative	-1
prickles	negative	-1
prickly	positive	-0.5
pride	positive	0.25
prideful	negative	-1
priest	positive	0.25
priestesses	positive	0.25
priesthood	positive	0.25
priestly	positive	0.6
prik	negative	-1
primacy	positive	0.6
primary	positive	0.6
prime	positive	0.1
primer	positive	0.4
primitive	positive	-0.6
prince	positive	0.6
princess	positive	0.6
principal	positive	0.4
principled	positive	0.8
priority	positive	0.6
prison	positive	-0.75
prisoner	positive	-0.75
prisoners	positive	-0.8
pristine	positive	1
privilege	positive	0.5
privileged	positive	0.75
privileges	positive	0.4
privy	positive	-0.25
prize	positive	0.8
pro	positive	1
proactive	positive	0.5
